CustomerID,MonthlyCharges,TenureMonths,Churn
958,221.118309195328,13,Yes
959,209.0589287226155,36,Yes
960,331.27717187695345,56,Yes
961,307.0304667360701,13,No
962,216.4047370422942,12,No
963,206.9878492811977,37,No
964,397.9512826818669,10,No
965,206.00426642981438,60,No
966,288.9056506100319,56,Yes
967,300.9238049215391,9,No
968,223.456029560089,52,Yes
969,233.81235568794324,7,No
970,270.3610012820705,2,No
971,352.33517524273253,54,No
972,301.41648481205334,56,Yes
973,327.5803749105923,60,Yes
974,397.03491101813495,23,No
975,353.6010870626419,39,Yes
976,286.8722996282435,40,No
977,289.28838435930976,39,No
978,323.754415408201,21,No
979,333.07304168378084,23,No
980,300.1421851673343,29,No
981,328.972244562996,14,Yes
982,204.70649888281974,26,No
983,285.9245727793688,51,No
984,255.78761521469534,5,No
985,225.83488904862207,55,Yes
986,219.90930256175503,31,No
987,320.6384331229335,25,No
988,304.72010943052237,31,No
989,250.71682339927384,50,No
990,294.1900117545029,20,Yes
991,298.44646303648165,44,No
992,239.00179608772316,55,No
993,330.4186123763301,17,No
994,356.1838712772181,45,No
995,358.2927081779038,2,Yes
996,320.493966140691,25,No
997,302.32771650380283,13,No
998,212.201428601079,58,No
999,257.56625977032115,39,No
1000,218.65428935563398,28,No
